Case #1: 153
3 19 142988
3 20 170663
3 21 103869
3 22 142249
3 23 159795
3 24 244259
3 25 192882
3 26 261158
3 27 124952
3 28 156519
3 29 101651
3 30 92180
3 31 173432
3 32 195903
3 33 261966
3 34 145158
3 35 83837
3 36 89123
3 37 206091
3 38 247442
4 5 245159
4 6 235374
4 7 5437
4 8 143862
4 9 145852
4 10 161189
4 11 104550
4 12 168524
4 13 149023
4 14 22145
4 15 44462
4 16 111111
4 17 89100
4 18 51625
4 19 27450
4 20 85947
4 21 200802
4 22 26711
4 23 231596
4 24 149555
4 25 120500
4 26 206006
4 27 44674
4 28 193518
4 29 125193
4 30 136833
4 31 49574
4 32 84345
4 33 263252
4 34 128659
4 35 77469
4 36 139890
4 37 194567
4 38 223512
5 6 346224
5 7 242942
5 8 175384
5 9 345243
5 10 223081
5 11 305419
5 12 262305
5 13 329897
5 14 223014
5 15 234930
5 16 250977
5 17 156059
5 18 251016
5 19 219187
5 20 223211
5 21 197623
5 22 218448
5 23 253549
5 24 95604
5 25 319891
5 26 406875
5 27 245543
5 28 183344
5 29 154199
5 30 247683
5 31 258097
5 32 248451
5 33 436701
5 34 197706
5 35 267937
5 36 250740
5 37 278367
5 38 416727
6 7 233157
6 8 334946
6 9 335458
6 10 140495
6 11 295634
6 12 198332
6 13 211324
6 14 213229
6 15 224570
6 16 250421
6 17 272530
6 18 231733
6 19 209402
6 20 212851
6 21 187263
6 22 210141
6 23 243189
6 24 250620
6 25 300608
6 26 306881
6 27 190700
6 28 162880
6 29 209377
6 30 98541
6 31 229682
6 32 266297
6 33 369692
6 34 198115
6 35 191563
6 36 101598
6 37 313817
6 38 355168
7 8 149299
7 9 151289
7 10 158972
7 11 109987
7 12 173961
7 13 146806
7 14 27582
7 15 49899
7 16 116548
7 17 86883
7 18 57062
7 19 25233
7 20 91384
7 21 205740
7 22 24494
7 23 237033
7 24 147338
7 25 125937
7 26 211443
7 27 42457
7 28 198955
7 29 130630
7 30 134616
7 31 55011
7 32 82128
7 33 261035
7 34 134096
7 35 82906
7 36 137673
7 37 200004
7 38 221295
8 9 251600
8 10 223357
8 11 211776
8 12 274272
8 13 247117
8 14 129371
8 15 150210
8 16 216859
8 17 187194
8 18 157373
8 19 125544
8 20 191695
8 21 294457
8 22 124805
8 23 337344
8 24 247649
8 25 226248
8 26 313232
8 27 151900
8 28 300744
8 29 224781
8 30 236405
8 31 164454
8 32 182439
8 33 355186
8 34 260326
8 35 183217
8 36 237984
8 37 256735
8 38 323084
9 10 261273
9 11 213766
9 12 238662
9 13 201095
9 14 131361
9 15 161332
9 16 218849
9 17 189184
9 18 159363
9 19 127534
9 20 193685
9 21 257530
9 22 126795
9 23 201604
9 24 249639
9 25 190638
9 26 302766
9 27 144758
9 28 267728
9 29 242063
9 30 236917
9 31 106502
9 32 184429
9 33 322750
9 34 238838
9 35 147607
9 36 239974
9 37 256651
9 38 323596
10 11 221449
10 12 176988
10 13 221046
10 14 139044
10 15 149613
10 16 160676
10 17 196867
10 18 156776
10 19 135217
10 20 137894
10 21 71100
10 22 134478
10 23 127026
10 24 246459
10 25 225651
10 26 293927
10 27 157721
10 28 189288
10 29 68882
10 30 124949
10 31 174127
10 32 163134
10 33 294735
10 34 112389
10 35 116606
10 36 121892
10 37 238860
10 38 280211
11 12 236438
11 13 209283
11 14 82405
11 15 112376
11 16 179025
11 17 149360
11 18 119539
11 19 86232
11 20 153861
11 21 268217
11 22 86971
11 23 299510
11 24 209815
11 25 188414
11 26 266266
11 27 104934
11 28 261432
11 29 193107
11 30 197093
11 31 117488
11 32 143127
11 33 323512
11 34 222492
11 35 145383
11 36 200150
11 37 254827
11 38 283772
12 13 164822
12 14 154033
12 15 124062
12 16 241521
12 17 211856
12 18 182035
12 19 150206
12 20 177118
12 21 223756
12 22 149467
12 23 279682
12 24 245756
12 25 126492
12 26 337894
12 27 176562
12 28 158016
12 29 108106
12 30 99791
12 31 189116
12 32 202358
12 33 386008
12 34 151613
12 35 157069
12 36 96734
12 37 170578
12 38 347746
13 14 126878
13 15 137447
13 16 178440
13 17 184701
13 18 144610
13 19 123051
13 20 189202
13 21 170786
13 22 122312
13 23 114860
13 24 234293
13 25 213485
13 26 281761
13 27 104349
13 28 177122
13 29 218178
13 30 112783
13 31 142559
13 32 179946
13 33 282569
13 34 195671
13 35 104440
13 36 109726
13 37 299300
13 38 283187
14 15 29971
14 16 96620
14 17 66955
14 18 37134
14 19 5305
14 20 71456
14 21 185812
14 22 4566
14 23 217105
14 24 127410
14 25 106009
14 26 183861
14 27 22529
14 28 179027
14 29 110702
14 30 114688
14 31 35083
14 32 62200
14 33 241107
14 34 140087
14 35 62978
14 36 117745
14 37 172422
14 38 201367
15 16 117459
15 17 96926
15 18 67105
15 19 35276
15 20 101427
15 21 196381
15 22 34537
15 23 187134
15 24 148249
15 25 135980
15 26 213832
15 27 52500
15 28 180664
15 29 80731
15 30 135527
15 31 65054
15 32 92171
15 33 271078
15 34 124238
15 35 33007
15 36 138584
15 37 202393
15 38 231338
16 17 94918
16 18 124622
16 19 92793
16 20 158944
16 21 231776
16 22 92054
16 23 183727
16 24 155373
16 25 193497
16 26 280481
16 27 74091
16 28 230589
16 29 198190
16 30 166250
16 31 122571
16 32 149688
16 33 328595
16 34 191649
16 35 144306
16 36 169307
16 37 223984
16 38 252929
17 18 94957
17 19 63128
17 20 129279
17 21 252767
17 22 62389
17 23 276406
17 24 60455
17 25 163832
17 26 250816
17 27 89484
17 28 148195
17 29 177657
17 30 173989
17 31 102038
17 32 120023
17 33 280642
17 34 197910
17 35 120801
17 36 175568
17 37 239377
17 38 260668
18 19 33307
18 20 99458
18 21 203544
18 22 32568
18 23 246585
18 24 155412
18 25 134011
18 26 220995
18 27 50531
18 28 207029
18 29 147836
18 30 142690
18 31 72217
18 32 90202
18 33 218299
18 34 131401
18 35 40170
18 36 145747
18 37 209556
18 38 229369
19 20 67629
19 21 191117
19 22 739
19 23 213278
19 24 123583
19 25 102182
19 26 189166
19 27 27834
19 28 175200
19 29 116007
19 30 110861
19 31 40388
19 32 56895
19 33 237280
19 34 136260
19 35 59151
19 36 113918
19 37 177727
19 38 197540
20 21 184662
20 22 66890
20 23 240588
20 24 189734
20 25 130333
20 26 255317
20 27 93985
20 28 211539
20 29 69012
20 30 147200
20 31 106539
20 32 124524
20 33 303431
20 34 112519
20 35 125302
20 36 144143
20 37 238990
20 38 265169
21 22 190378
21 23 55926
21 24 293227
21 25 272419
21 26 340695
21 27 163283
21 28 236056
21 29 115650
21 30 171717
21 31 201493
21 32 209902
21 33 299674
21 34 72143
21 35 163374
21 36 174774
21 37 285628
21 38 232548
22 23 214017
22 24 122844
22 25 101443
22 26 188427
22 27 27095
22 28 175939
22 29 115268
22 30 111600
22 31 39649
22 32 57634
22 33 236541
22 34 135521
22 35 58412
22 36 113179
22 37 176988
22 38 198279
23 24 335383
23 25 248846
23 26 396621
23 27 219209
23 28 291982
23 29 171576
23 30 227643
23 31 252188
23 32 265828
23 33 355600
23 34 128069
23 35 219300
23 36 224586
23 37 341554
23 38 288474
24 25 224287
24 26 311271
24 27 149939
24 28 87740
24 29 218040
24 30 152079
24 31 162493
24 32 180478
24 33 341097
24 34 251653
24 35 181256
24 36 155136
24 37 290700
24 38 321123
25 26 289870
25 27 128538
25 28 242376
25 29 199345
25 30 208551
25 31 141092
25 32 159077
25 33 307685
25 34 200276
25 35 122255
25 36 205494
25 37 278431
25 38 298244
26 27 206390
26 28 272679
26 29 294563
26 30 298549
26 31 218944
26 32 246061
26 33 364487
26 34 323948
26 35 246839
26 36 301606
26 37 289057
26 38 385228
27 28 156498
27 29 133231
27 30 92159
27 31 48480
27 32 84729
27 33 263636
27 34 117558
27 35 70215
27 36 95216
27 37 194951
27 38 178838
28 29 192632
28 30 64339
28 31 185776
28 32 232095
28 33 293031
28 34 163913
28 35 213671
28 36 67396
28 37 306391
28 38 335336
29 30 128293
29 31 145785
29 32 94252
29 33 351809
29 34 43507
29 35 113738
29 36 125236
29 37 169978
29 38 283555
30 31 140639
30 32 167756
30 33 340503
30 34 99574
30 35 162374
30 36 3057
30 37 270369
30 38 270997
31 32 97283
31 33 216248
31 34 166038
31 35 98061
31 36 143696
31 37 207505
31 38 227318
32 33 294175
32 34 137759
32 35 116046
32 36 170813
32 37 234622
32 38 254435
33 34 349700
33 35 258469
33 36 343560
33 37 300383
33 38 427182
34 35 91231
34 36 102631
34 37 213485
34 38 240048
35 36 165431
35 37 235400
35 38 249053
36 37 267312
36 38 274054
37 38 373789
Case #216: Impossible
Case #217: 25
1 4 512292
1 7 993292
1 8 865900
2 9 722308
2 14 627425
2 19 917764
3 6 504568
3 8 647850
5 17 603404
5 18 747404
5 22 118246
6 7 710111
6 8 143282
6 13 849137
7 8 566829
7 11 633990
8 13 992419
9 25 448259
12 20 220113
14 18 612260
14 19 290339
16 21 825807
17 22 721650
18 19 902599
18 22 629158
Case #218: 325
1 2 325260
1 3 398059
1 4 214473
1 5 305189
1 6 290328
1 7 380419
1 8 411333
1 9 290847
1 10 400349
1 11 363530
1 12 358185
1 13 201473
1 14 345142
1 15 273971
1 16 228904
1 17 275715
1 18 279604
1 19 325280
1 20 297452
1 21 271755
1 22 275633
1 23 379377
1 24 252136
1 25 243246
1 26 256184
2 3 152688
2 4 136787
2 5 244575
2 6 344793
2 7 55159
2 8 276836
2 9 331574
2 10 427525
2 11 217598
2 12 270537
2 13 149787
2 14 89664
2 15 282651
2 16 307171
2 17 280907
2 18 227918
2 19 303442
2 20 245766
2 21 194069
2 22 284313
2 23 232382
2 24 306601
2 25 191560
2 26 279891
3 4 209586
3 5 343374
3 6 281077
3 7 207847
3 8 291440
3 9 285358
3 10 391098
3 11 249983
3 12 308180
3 13 222586
3 14 242352
3 15 218935
3 16 306619
3 17 220679
3 18 287565
3 19 275275
3 20 269717
3 21 266868
3 22 220597
3 23 335894
3 24 242885
3 25 264359
3 26 279339
4 5 133788
4 6 218870
4 7 191946
4 8 222860
4 9 220787
4 10 308459
4 11 175057
4 12 227996
4 13 13000
4 14 156669
4 15 159761
4 16 170384
4 17 161505
4 18 117131
4 19 216101
4 20 108979
4 21 57282
4 22 161423
4 23 207976
4 24 180678
4 25 54773
4 26 143104
5 6 106363
5 7 251411
5 8 118642
5 9 160547
5 10 292768
5 11 282845
5 12 133466
5 13 120788
5 14 154911
5 15 131728
5 16 98604
5 17 133472
5 18 112851
5 19 100561
5 20 95003
5 21 146700
5 22 133390
5 23 74188
5 24 144555
5 25 159655
5 26 71324
6 7 308086
6 8 225005
6 9 128565
6 10 186405
6 11 314016
6 12 151387
6 13 221925
6 14 255129
6 15 62142
6 16 149212
6 17 63886
6 18 130772
6 19 118482
6 20 116248
6 21 164621
6 22 63804
6 23 180551
6 24 38192
6 25 210877
6 26 122546
7 8 331995
7 9 311996
7 10 416459
7 11 206532
7 12 315901
7 13 204946
7 14 144823
7 15 245944
7 16 333628
7 17 247688
7 18 177314
7 19 302284
7 20 195162
7 21 249228
7 22 247606
7 23 287541
7 24 269894
7 25 246719
7 26 306348
8 9 205641
8 10 335026
8 11 371917
8 12 252108
8 13 209860
8 14 243983
8 15 162863
8 16 217246
8 17 164607
8 18 231493
8 19 219203
8 20 213645
8 21 265342
8 22 164525
8 23 44454
8 24 186813
8 25 277633
8 26 189966
9 10 238586
9 11 318297
9 12 155668
9 13 207787
9 14 259410
9 15 66423
9 16 61943
9 17 68167
9 18 134682
9 19 122763
9 20 116834
9 21 168531
9 22 68085
9 23 161187
9 24 90373
9 25 177554
9 26 89223
10 11 209927
10 12 209958
10 13 321459
10 14 337861
10 15 172163
10 16 259847
10 17 173907
10 18 240793
10 19 228503
10 20 222945
10 21 274642
10 22 173825
10 23 290572
10 24 196113
10 25 285415
10 26 232567
11 12 228439
11 13 188057
11 14 127934
11 15 251874
11 16 336070
11 17 250130
11 18 266188
11 19 195534
11 20 284036
11 21 232339
11 22 253536
11 23 357033
11 24 275824
11 25 229830
11 26 308790
12 13 214996
12 14 180873
12 15 89245
12 16 129281
12 17 87501
12 18 138587
12 19 32905
12 20 140027
12 21 172436
12 22 90907
12 23 207654
12 24 113195
12 25 234029
12 26 146161
13 14 169669
13 15 159783
13 16 183384
13 17 158039
13 18 104131
13 19 212635
13 20 121979
13 21 70282
13 22 161445
13 23 194976
13 24 183733
13 25 67773
13 26 156104
14 15 192987
14 16 217507
14 17 191243
14 18 138254
14 19 213778
14 20 156102
14 21 213951
14 22 194649
14 23 229099
14 24 216937
14 25 101896
14 26 190227
15 16 87684
15 17 1744
15 18 71954
15 19 56340
15 20 54106
15 21 102479
15 22 1662
15 23 118409
15 24 23950
15 25 148735
15 26 60404
16 17 85940
16 18 156314
16 19 140536
16 20 138466
16 21 190163
16 22 89346
16 23 172792
16 24 111020
16 25 115611
16 26 27280
17 18 70374
17 19 54596
17 20 52526
17 21 104223
17 22 3406
17 23 120153
17 24 25694
17 25 150479
17 26 62148
18 19 124970
18 20 17848
18 21 174413
18 22 70292
18 23 187039
18 24 95904
18 25 145904
18 26 129034
19 20 107122
19 21 158819
19 22 58002
19 23 174749
19 24 80290
19 25 201587
19 26 113256
20 21 156585
20 22 52444
20 23 169191
20 24 78056
20 25 163752
20 26 111186
21 22 104141
21 23 220888
21 24 126429
21 25 112055
21 26 162883
22 23 120071
22 24 25612
22 25 150397
22 26 62066
23 24 142359
23 25 233843
23 26 145512
24 25 172685
24 26 84354
25 26 88331
Case #219: 20
2 7 814882
2 9 173950
2 11 758398
2 20 873995
4 23 640344
5 11 955405
7 9 988832
7 18 467993
7 25 731161
9 11 584448
9 14 887919
9 20 700045
10 11 864087
10 20 748490
10 23 570679
11 20 115597
13 25 571722
15 16 976040
18 23 630733
19 23 890195
Case #220: 861
1 2 64636
1 3 108302
1 4 20642
1 5 98639
1 6 99403
1 7 140605
1 8 55585
1 9 72157
1 10 83052
1 11 115697
1 12 33397
1 13 4337
1 14 103276
1 15 57200
1 16 42782
1 17 154503
1 18 82944
1 19 91735
1 20 64256
1 21 68061
1 22 151412
1 23 58626
1 24 84521
1 25 179900
1 26 99068
1 27 55016
1 28 148670
1 29 33550
1 30 82962
1 31 174450
1 32 71408
1 33 144351
1 34 92643
1 35 5592
1 36 96597
1 37 78911
1 38 14348
1 39 51917
1 40 108294
1 41 89623
1 42 85407
2 3 122595
2 4 76604
2 5 71046
2 6 155365
2 7 205241
2 8 106469
2 9 77405
2 10 64914
2 11 94987
2 12 89359
2 13 60299
2 14 47314
2 15 108084
2 16 98744
2 17 109209
2 18 48147
2 19 143041
2 20 53728
2 21 49923
2 22 161329
2 23 97149
2 24 66069
2 25 228062
2 26 111616
2 27 100759
2 28 138994
2 29 84434
2 30 133846
2 31 166564
2 32 77842
2 33 130029
2 34 148605
2 35 61554
2 36 142340
2 37 134873
2 38 70310
2 39 103858
2 40 122603
2 41 59921
2 42 141369
3 4 120270
3 5 121377
3 6 195715
3 7 178341
3 8 132658
3 9 141360
3 10 98713
3 11 159622
3 12 133025
3 13 103965
3 14 159364
3 15 134273
3 16 83790
3 17 158097
3 18 74448
3 19 20462
3 20 79917
3 21 83722
3 22 174150
3 23 81364
3 24 149954
3 25 219999
3 26 161135
3 27 77754
3 28 216657
3 29 110623
3 30 109373
3 31 131012
3 32 94146
3 33 178901
3 34 115381
3 35 102710
3 36 119335
3 37 101649
3 38 113976
3 39 74655
3 40 8
3 41 124556
3 42 102279
4 5 103266
4 6 104577
4 7 161247
4 8 34943
4 9 51515
4 10 62410
4 11 95055
4 12 25343
4 13 16305
4 14 102013
4 15 36558
4 16 54750
4 17 133861
4 18 81450
4 19 103703
4 20 43614
4 21 47419
4 22 156039
4 23 63253
4 24 83258
4 25 171846
4 26 78426
4 27 66863
4 28 128666
4 29 12908
4 30 62320
4 31 156450
4 32 75338
4 33 154681
4 34 104611
4 35 17560
4 36 101224
4 37 90879
4 38 34990
4 39 56544
4 40 120262
4 41 81569
4 42 97375
5 6 182027
5 7 158263
5 8 134872
5 9 148451
5 10 116104
5 11 108915
5 12 123362
5 13 94302
5 14 61242
5 15 136487
5 16 55857
5 17 180255
5 18 119193
5 19 134471
5 20 104918
5 21 101113
5 22 132799
5 23 40013
5 24 42487
5 25 269865
5 26 125544
5 27 43623
5 28 178890
5 29 112837
5 30 162249
5 31 187525
5 32 73194
5 33 159435
5 34 105718
5 35 93047
5 36 85204
5 37 91986
5 38 104313
5 39 46722
5 40 121369
5 41 73849
5 42 172862
6 7 227087
6 8 113704
6 9 130276
6 10 138034
6 11 168107
6 12 104104
6 13 103740
6 14 193362
6 15 113731
6 16 142185
6 17 182329
6 18 121267
6 19 182464
6 20 122375
6 21 123043
6 22 196939
6 23 142014
6 24 183924
6 25 250607
6 26 157187
6 27 138404
6 28 207427
6 29 91669
6 30 139493
6 31 235211
6 32 150962
6 33 161509
6 34 183372
6 35 104995
6 36 109028
6 37 169640
6 38 85055
6 39 151320
6 40 195723
6 41 160330
6 42 176136
7 8 196190
7 9 212762
7 10 218881
7 11 248954
7 12 174002
7 13 144942
7 14 219505
7 15 197805
7 16 183387
7 17 263176
7 18 223549
7 19 198787
7 20 204861
7 21 203890
7 22 211036
7 23 198276
7 24 200750
7 25 320505
7 26 239673
7 27 195621
7 28 245688
7 29 174155
7 30 223567
7 31 309337
7 32 212013
7 33 242356
7 34 233248
7 35 146197
7 36 237202
7 37 219516
7 38 154953
7 39 192522
7 40 178333
7 41 213888
7 42 226012
8 9 86458
8 10 71537
8 11 111679
8 12 60286
8 13 51248
8 14 111140
8 15 45685
8 16 89693
8 17 168804
8 18 90577
8 19 138646
8 20 52741
8 21 56546
8 22 187645
8 23 98196
8 24 92385
8 25 206789
8 26 113369
8 27 101806
8 28 93723
8 29 47851
8 30 71447
8 31 165577
8 32 84465
8 33 163808
8 34 139554
8 35 52503
8 36 136167
8 37 125822
8 38 69933
8 39 91487
8 40 132650
8 41 76613
8 42 132318
9 10 42647
9 11 128251
9 12 76858
9 13 67820
9 14 124719
9 15 88073
9 16 106265
9 17 141607
9 18 107149
9 19 155218
9 20 61443
9 21 57638
9 22 201224
9 23 114768
9 24 105964
9 25 207947
9 26 129941
9 27 118378
9 28 160653
9 29 64423
9 30 88019
9 31 174279
9 32 85557
9 33 162427
9 34 156126
9 35 69075
9 36 152739
9 37 142394
9 38 86505
9 39 108059
9 40 141352
9 41 93185
9 42 148890
10 11 99269
10 12 87753
10 13 78715
10 14 112228
10 15 73152
10 16 71536
10 17 170455
10 18 113061
10 19 119159
10 20 18796
10 21 14991
10 22 168877
10 23 76091
10 24 95565
10 25 195282
10 26 115898
10 27 79701
10 28 118006
10 29 49502
10 30 98914
10 31 131632
10 32 42910
10 33 153303
10 34 121397
10 35 79970
10 36 121282
10 37 107665
10 38 68704
10 39 80671
10 40 98705
10 41 64203
10 42 134359
11 12 120398
11 13 111360
11 14 85183
11 15 131613
11 16 94102
11 17 204196
11 18 108644
11 19 157318
11 20 96253
11 21 92448
11 22 161688
11 23 85478
11 24 66428
11 25 224524
11 26 16629
11 27 81868
11 28 205402
11 29 107963
11 30 157375
11 31 209089
11 32 118659
11 33 183376
11 34 80575
11 35 112615
11 36 123449
11 37 66843
11 38 101349
11 39 84967
11 40 159614
11 41 35066
11 42 192430
12 13 31570
12 14 127356
12 15 61901
12 16 67505
12 17 159204
12 18 106793
12 19 116458
12 20 68957
12 21 72762
12 22 176135
12 23 83349
12 24 108601
12 25 146503
12 26 103769
12 27 79739
12 28 153371
12 29 38251
12 30 87663
12 31 181793
12 32 96131
12 33 177748
12 34 117366
12 35 30315
12 36 121320
12 37 103634
12 38 47745
12 39 76640
12 40 133017
12 41 106912
12 42 110130
13 14 107613
13 15 52863
13 16 38445
13 17 150166
13 18 87281
13 19 87398
13 20 59919
13 21 63724
13 22 147075
13 23 54289
13 24 88858
13 25 175563
13 26 94731
13 27 50679
13 28 144971
13 29 29213
13 30 78625
13 31 170113
13 32 67071
13 33 148688
13 34 88306
13 35 1255
13 36 92260
13 37 74574
13 38 18685
13 39 47580
13 40 103957
13 41 93960
13 42 81070
14 15 112755
14 16 103189
14 17 156523
14 18 84916
14 19 179810
14 20 101042
14 21 97237
14 22 114015
14 23 87345
14 24 18755
14 25 273859
14 26 101812
14 27 90955
14 28 180107
14 29 114921
14 30 138517
14 31 213878
14 32 120526
14 33 135703
14 34 114615
14 35 108868
14 36 132536
14 37 100883
14 38 108307
14 39 94054
14 40 159372
14 41 50117
14 42 173962
15 16 91308
15 17 140799
15 18 92192
15 19 140261
15 20 54356
15 21 58161
15 22 189260
15 23 99811
15 24 94000
15 25 208404
15 26 114984
15 27 96201
15 28 139408
15 29 23650
15 30 25762
15 31 167192
15 32 86080
15 33 161619
15 34 141169
15 35 54118
15 36 137782
15 37 127437
15 38 42852
15 39 93102
15 40 134265
15 41 115543
15 42 108507
16 17 188611
16 18 114542
16 19 78614
16 20 60350
16 21 56545
16 22 108630
16 23 15844
16 24 84434
16 25 214008
16 26 110731
16 27 12234
16 28 132867
16 29 67658
16 30 117070
16 31 131668
16 32 28626
16 33 187133
16 34 49861
16 35 37190
16 36 53815
16 37 36129
16 38 57130
16 39 9135
16 40 83782
16 41 59036
16 42 117005
17 18 145521
17 19 178543
17 20 151659
17 21 155464
17 22 229198
17 23 197114
17 24 137768
17 25 305707
17 26 212287
17 27 193504
17 28 236368
17 29 120953
17 30 115037
17 31 264495
17 32 183383
17 33 20820
17 34 220002
17 35 151421
17 36 235085
17 37 224740
17 38 140155
17 39 190405
17 40 158089
17 41 169130
17 42 205810
18 19 94894
18 20 99248
18 21 98070
18 22 171966
18 23 130386
18 24 103671
18 25 253296
18 26 125273
18 27 126776
18 28 184300
18 29 68542
18 30 117954
18 31 205460
18 32 125989
18 33 124701
18 34 164403
18 35 88536
18 36 168357
18 37 150671
18 38 87744
18 39 123677
18 40 74456
18 41 108068
18 42 153399
19 20 100363
19 21 104168
19 22 187244
19 23 94458
19 24 163048
19 25 240445
19 26 173947
19 27 90848
19 28 210551
19 29 116611
19 30 129819
19 31 151458
19 32 107240
19 33 199363
19 34 128475
19 35 86143
19 36 132429
19 37 114743
19 38 97409
19 39 87749
19 40 20454
19 41 137650
19 42 81817
20 21 3805
20 22 157691
20 23 64905
20 24 92549
20 25 184096
20 26 112882
20 27 68515
20 28 136802
20 29 30706
20 30 80118
20 31 112836
20 32 31724
20 33 142117
20 34 110211
20 35 61174
20 36 110096
20 37 96479
20 38 57518
20 39 69485
20 40 79909
20 41 61187
20 42 115563
21 22 153886
21 23 61100
21 24 88744
21 25 180291
21 26 109077
21 27 64710
21 28 132997
21 29 34511
21 30 83923
21 31 116641
21 32 27919
21 33 138312
21 34 106406
21 35 64979
21 36 106291
21 37 92674
21 38 53713
21 39 65680
21 40 83714
21 41 57382
21 42 119368
22 23 92786
22 24 95260
22 25 322638
22 26 178317
22 27 96396
22 28 231663
22 29 165610
22 30 215022
22 31 240298
22 32 125967
22 33 208378
22 34 155860
22 35 145820
22 36 137977
22 37 144759
22 38 157086
22 39 99495
22 40 174142
22 41 126622
22 42 225635
23 24 68590
23 25 229852
23 26 102107
23 27 3610
23 28 138877
23 29 76161
23 30 125573
23 31 147512
23 32 33181
23 33 185538
23 34 65705
23 35 53034
23 36 45191
23 37 51973
23 38 64300
23 39 24979
23 40 81356
23 41 50412
23 42 132849
24 25 255104
24 26 83057
24 27 72200
24 28 161352
24 29 96166
24 30 119762
24 31 205385
24 32 101771
24 33 116948
24 34 133370
24 35 90113
24 36 113781
24 37 119638
24 38 98869
24 39 75299
24 40 149946
24 41 31362
24 42 169928
25 26 207895
25 27 226242
25 28 283306
25 29 184754
25 30 234166
25 31 296932
25 32 208210
25 33 294547
25 34 263869
25 35 176818
25 36 267823
25 37 250137
25 38 165552
25 39 223143
25 40 219991
25 41 237673
25 42 256633
26 27 98497
26 28 207092
26 29 91334
26 30 140746
26 31 225718
26 32 135288
26 33 200005
26 34 97204
26 35 95986
26 36 140078
26 37 83472
26 38 84720
26 39 101596
26 40 161143
26 41 51695
26 42 175801
27 28 142487
27 29 79771
27 30 121963
27 31 143902
27 32 36791
27 33 189148
27 34 62095
27 35 49424
27 36 41581
27 37 48363
27 38 60690
27 39 21369
27 40 77762
27 41 46802
27 42 129239
28 29 115758
28 30 165170
28 31 249638
28 32 160916
28 33 215548
28 34 182728
28 35 146226
28 36 184068
28 37 168996
28 38 134322
28 39 142002
28 40 216649
28 41 170336
28 42 128734
29 30 49412
29 31 143542
29 32 62430
29 33 141773
29 34 117519
29 35 30468
29 36 114132
29 37 103787
29 38 47898
29 39 69452
29 40 110615
29 41 91893
29 42 84857
30 31 192954
30 32 111842
30 33 135857
30 34 166931
30 35 79880
30 36 163544
30 37 153199
30 38 68614
30 39 118864
30 40 109381
30 41 141305
30 42 134269
31 32 144560
31 33 254953
31 34 181529
31 35 168858
31 36 185483
31 37 167797
31 38 162744
31 39 140803
31 40 131004
31 41 174023
31 42 188786
32 33 166231
32 34 78487
32 35 65816
32 36 78372
32 37 64755
32 38 77082
32 39 37761
32 40 94138
32 41 83593
32 42 145631
33 34 236994
33 35 149943
33 36 230729
33 37 223262
33 38 158699
33 39 192247
33 40 178909
33 41 148310
33 42 226630
34 35 87051
34 36 103676
34 37 13732
34 38 98317
34 39 58996
34 40 115373
34 41 108897
34 42 166866
35 36 91005
35 37 73319
35 38 19940
35 39 46325
35 40 102702
35 41 95215
35 42 79815
36 37 89944
36 38 102271
36 39 44680
36 40 119327
36 41 88383
36 42 170820
37 38 84585
37 39 45264
37 40 101641
37 41 95165
37 42 153134
38 39 66265
38 40 113968
38 41 75275
38 42 91081
39 40 74647
39 41 68171
39 42 126140
40 41 124564
40 42 102271
41 42 166356
Case #221: 153
1 2 84063
1 3 164906
1 4 161169
1 5 99510
1 6 62188
1 7 155533
1 8 149946
1 9 177328
1 10 418938
1 11 200301
1 12 81426
1 13 393014
1 14 123384
1 15 167926
1 16 155628
1 17 137544
1 18 140902
2 3 145868
2 4 142131
2 5 80472
2 6 21875
2 7 239596
2 8 130908
2 9 258207
2 10 475968
2 11 200337
2 12 2637
2 13 392907
2 14 44595
2 15 148888
2 16 239691
2 17 118506
2 18 121864
3 4 127055
3 5 65396
3 6 162469
3 7 159712
3 8 115832
3 9 247846
3 10 460892
3 11 185261
3 12 143231
3 13 377831
3 14 162774
3 15 133812
3 16 320534
3 17 103430
3 18 106788
4 5 61659
4 6 158732
4 7 117951
4 8 11223
4 9 143237
4 10 393201
4 11 73183
4 12 139494
4 13 333233
4 14 159037
4 15 21734
4 16 239922
4 17 99693
4 18 20267
5 6 97073
5 7 164633
5 8 72882
5 9 204896
5 10 395496
5 11 119865
5 12 77835
5 13 312435
5 14 97378
5 15 68416
5 16 255138
5 17 38034
5 18 81926
6 7 217721
6 8 147509
6 9 236332
6 10 481126
6 11 196374
6 12 19238
6 13 409508
6 14 61196
6 15 165489
6 16 217816
6 17 123664
6 18 138465
7 8 114197
7 9 246211
7 10 333616
7 11 44768
7 12 236959
7 13 436207
7 14 262011
7 15 96217
7 16 311161
7 17 202667
7 18 123241
8 9 132014
8 10 381978
8 11 69429
8 12 128271
8 13 322010
8 14 147814
8 15 17980
8 16 251145
8 17 88470
8 18 9044
9 10 513992
9 11 201443
9 12 255570
9 13 454024
9 14 279828
9 15 149994
9 16 332956
9 17 220484
9 18 141058
10 11 378384
10 12 473331
10 13 329520
10 14 492874
10 15 399958
10 16 574566
10 17 357462
10 18 391022
11 12 197700
11 13 391439
11 14 217243
11 15 51449
11 16 298128
11 17 157899
11 18 78473
12 13 390270
12 14 41958
12 15 146251
12 16 237054
12 17 115869
12 18 119227
13 14 409813
13 15 339990
13 16 548642
13 17 331538
13 18 331054
14 15 165794
14 16 279012
14 17 135412
